Book Title;OpenURL
Guide to Competitive Programming;http://link.springer.com/openurl?genre=book&isbn=978-3-319-72547-5
Introduction to Artificial Intelligence;http://link.springer.com/openurl?genre=book&isbn=978-3-319-58487-4
Bioinformatics for Evolutionary Biologists;http://link.springer.com/openurl?genre=book&isbn=978-3-319-67395-0
Concepts, Methods and Practical Applications in Applied Demography;http://link.springer.com/openurl?genre=book&isbn=978-3-319-65439-3
Introduction to Deep Learning;http://link.springer.com/openurl?genre=book&isbn=978-3-319-73004-2
Energy and the Wealth of Nations;http://link.springer.com/openurl?genre=book&isbn=978-3-319-66219-0
A Beginner's Guide to Scala, Object Orientation and Functional ProgramJmoihnng Hunt;http://link.springer.com/openurl?genre=book&isbn=978-3-319-75771-1
Lessons on Synthetic Bioarchitectures;http://link.springer.com/openurl?genre=book&isbn=978-3-319-73123-0
Managing Sustainable Business;http://link.springer.com/openurl?genre=book&isbn=978-94-024-1144-7
Engineering Mechanics 2;http://link.springer.com/openurl?genre=book&isbn=978-3-662-56272-7
Fundamentals of Business Process Management;http://link.springer.com/openurl?genre=book&isbn=978-3-662-56509-4
Clinical Methods in Medical Family Therapy;http://link.springer.com/openurl?genre=book&isbn=978-3-319-68834-3
Guide to Scientific Computing in C++;http://link.springer.com/openurl?genre=book&isbn=978-3-319-73132-2
Motivation and Action;http://link.springer.com/openurl?genre=book&isbn=978-3-319-65094-4
Perspectives on Elderly Crime and Victimization;http://link.springer.com/openurl?genre=book&isbn=978-3-319-72682-3
Knowledge Management;http://link.springer.com/openurl?genre=book&isbn=978-3-319-59978-6
An Introduction to Zooarchaeology;http://link.springer.com/openurl?genre=book&isbn=978-3-319-65682-3
Abstract Algebra;http://link.springer.com/openurl?genre=book&isbn=978-3-319-77649-1
Criminal Justice and Mental Health;http://link.springer.com/openurl?genre=book&isbn=978-3-319-76442-9
Philosophy of Race;http://link.springer.com/openurl?genre=book&isbn=978-3-319-78729-9
Of Cigarettes, High Heels, and Other Interesting Things;http://link.springer.com/openurl?genre=book&isbn=978-1-349-95348-6
Applied Bioinformatics;http://link.springer.com/openurl?genre=book&isbn=978-3-319-68301-0
Linear Algebra and Analytic Geometry for Physical Sciences;http://link.springer.com/openurl?genre=book&isbn=978-3-319-78361-1
Building Energy Modeling with OpenStudio;http://link.springer.com/openurl?genre=book&isbn=978-3-319-77809-9
Customer Relationship Management;http://link.springer.com/openurl?genre=book&isbn=978-3-662-55381-7
The A-Z of the PhD Trajectory;http://link.springer.com/openurl?genre=book&isbn=978-3-319-77425-1
Strategic Human Resource Management and Employment Relations;http://link.springer.com/openurl?genre=book&isbn=978-981-13-0399-9
Applied Linear Algebra;http://link.springer.com/openurl?genre=book&isbn=978-3-319-91041-3
Witnessing Torture;http://link.springer.com/openurl?genre=book&isbn=978-3-319-74965-5
Proofs from THE BOOK;http://link.springer.com/openurl?genre=book&isbn=978-3-662-57265-8
Introduction to General Relativity;http://link.springer.com/openurl?genre=book&isbn=978-981-13-1090-4
Introduction to Particle and Astroparticle Physics;http://link.springer.com/openurl?genre=book&isbn=978-3-319-78181-5
Fundamentals of Java Programming;http://link.springer.com/openurl?genre=book&isbn=978-3-319-89491-1
Optimization of Process Flowsheets through Metaheuristic Techniques;http://link.springer.com/openurl?genre=book&isbn=978-3-319-91722-1
Robotics;http://link.springer.com/openurl?genre=book&isbn=978-3-319-72911-4
Business Ethics - A Philosophical and Behavioral Approach;http://link.springer.com/openurl?genre=book&isbn=978-3-319-91575-3
A First Introduction to Quantum Physics;http://link.springer.com/openurl?genre=book&isbn=978-3-319-92207-2
Argumentation Theory: A Pragma-Dialectical Perspective;http://link.springer.com/openurl?genre=book&isbn=978-3-319-95381-6
Logical Foundations of Cyber-Physical Systems;http://link.springer.com/openurl?genre=book&isbn=978-3-319-63588-0
Off-Grid Electrical Systems in Developing Countries;http://link.springer.com/openurl?genre=book&isbn=978-3-319-91890-7
Entertainment Science;http://link.springer.com/openurl?genre=book&isbn=978-3-319-89292-4
Physics of Oscillations and Waves;http://link.springer.com/openurl?genre=book&isbn=978-3-319-72314-3
Introduction to Programming with Fortran;http://link.springer.com/openurl?genre=book&isbn=978-3-319-75502-1
Fundamentals of Solid State Engineering;http://link.springer.com/openurl?genre=book&isbn=978-3-319-75708-7
Introduction to Digital Systems Design;http://link.springer.com/openurl?genre=book&isbn=978-3-319-92804-3
Neural Networks and Deep Learning;http://link.springer.com/openurl?genre=book&isbn=978-3-319-94463-0
Data Science and Predictive Analytics;http://link.springer.com/openurl?genre=book&isbn=978-3-319-72347-1
Systems Programming in Unix/Linux;http://link.springer.com/openurl?genre=book&isbn=978-3-319-92429-8
Analytical Corporate Finance;http://link.springer.com/openurl?genre=book&isbn=978-3-319-95762-3
Fraud and Corruption;http://link.springer.com/openurl?genre=book&isbn=978-3-319-92333-8
Conferencing and Presentation English for Young Academics;http://link.springer.com/openurl?genre=book&isbn=978-981-13-2475-8
A Concise Guide to Market Research;http://link.springer.com/openurl?genre=book&isbn=978-3-662-56707-4
Global Supply Chain and Operations Management;http://link.springer.com/openurl?genre=book&isbn=978-3-319-94313-8
Introduction to Parallel Computing;http://link.springer.com/openurl?genre=book&isbn=978-3-319-98833-7
Mathematical Logic;http://link.springer.com/openurl?genre=book&isbn=978-3-319-97298-5
Stability and Control of Linear Systems;http://link.springer.com/openurl?genre=book&isbn=978-3-030-02405-5
Introduction to Formal Philosophy;http://link.springer.com/openurl?genre=book&isbn=978-3-319-77434-3
Analysis for Computer Scientists;http://link.springer.com/openurl?genre=book&isbn=978-3-319-91155-7
International Business Management;http://link.springer.com/openurl?genre=book&isbn=978-3-319-96622-9
Research Methods for the Digital Humanities;http://link.springer.com/openurl?genre=book&isbn=978-3-319-96713-4
Introductory Computer Forensics;http://link.springer.com/openurl?genre=book&isbn=978-3-030-00581-8
Control Engineering;http://link.springer.com/openurl?genre=book&isbn=978-981-10-8297-9
Control Engineering: MATLAB Exercises;http://link.springer.com/openurl?genre=book&isbn=978-981-10-8321-1
ENZYMES: Catalysis, Kinetics and Mechanisms;http://link.springer.com/openurl?genre=book&isbn=978-981-13-0785-0
Automatic Control with Experiments;http://link.springer.com/openurl?genre=book&isbn=978-3-319-75804-6
Internet of Things From Hype to Reality;http://link.springer.com/openurl?genre=book&isbn=978-3-319-99516-8
Quantitative Methods for the Social Sciences;http://link.springer.com/openurl?genre=book&isbn=978-3-319-99118-4
A Pythagorean Introduction to Number Theory;http://link.springer.com/openurl?genre=book&isbn=978-3-030-02604-2
Philosophical and Mathematical Logic;http://link.springer.com/openurl?genre=book&isbn=978-3-030-03255-5
Structural Dynamics;http://link.springer.com/openurl?genre=book&isbn=978-3-319-94743-3
Plant Physiology, Development and Metabolism;http://link.springer.com/openurl?genre=book&isbn=978-981-13-2023-1
Quantum Mechanics for Pedestrians 1;http://link.springer.com/openurl?genre=book&isbn=978-3-030-00464-4
Plant Anatomy;http://link.springer.com/openurl?genre=book&isbn=978-3-319-77315-5
Quantum Mechanics for Pedestrians 2;http://link.springer.com/openurl?genre=book&isbn=978-3-030-00467-5
Excel Data Analysis;http://link.springer.com/openurl?genre=book&isbn=978-3-030-01279-3
Quick Start Guide to VHDL;http://link.springer.com/openurl?genre=book&isbn=978-3-030-04516-6
Java in Two Semesters;http://link.springer.com/openurl?genre=book&isbn=978-3-319-99420-8
Managing Media and Digital Organizations;http://link.springer.com/openurl?genre=book&isbn=978-3-319-71288-8
Media and Digital Management;http://link.springer.com/openurl?genre=book&isbn=978-3-319-72000-5
An Anthology of London in Literature, 1558-1914;http://link.springer.com/openurl?genre=book&isbn=978-3-030-05609-4
Astronautics;http://link.springer.com/openurl?genre=book&isbn=978-3-319-74373-8
Perceptual Organization;http://link.springer.com/openurl?genre=book&isbn=978-3-319-96337-2
Research Methods for Social Justice and Equity in Education;http://link.springer.com/openurl?genre=book&isbn=978-3-030-05900-2
Educational Technology;http://link.springer.com/openurl?genre=book&isbn=978-981-13-6643-7
Quick Start Guide to Verilog;http://link.springer.com/openurl?genre=book&isbn=978-3-030-10552-5
Spine Surgery;http://link.springer.com/openurl?genre=book&isbn=978-3-319-98875-7
Introduction to Logic Circuits & Logic Design with VHDL;http://link.springer.com/openurl?genre=book&isbn=978-3-030-12489-2
Social Justice Theory and Practice for Social Work;http://link.springer.com/openurl?genre=book&isbn=978-981-13-3621-8
School Leadership and Educational Change in Singapore;http://link.springer.com/openurl?genre=book&isbn=978-3-319-74746-0
Digital Business Models;http://link.springer.com/openurl?genre=book&isbn=978-3-030-13005-3
Introduction to Logic Circuits & Logic Design with Verilog;http://link.springer.com/openurl?genre=book&isbn=978-3-030-13605-5
Pharmaceutical Biotechnology;http://link.springer.com/openurl?genre=book&isbn=978-3-030-00710-2
Mapping Global Theatre Histories;http://link.springer.com/openurl?genre=book&isbn=978-3-030-12727-5
Social Marketing in Action;http://link.springer.com/openurl?genre=book&isbn=978-3-030-13020-6
Analyzing Qualitative Data with MAXQDA;http://link.springer.com/openurl?genre=book&isbn=978-3-030-15671-8
Handbook of Evolutionary Research in Archaeology;http://link.springer.com/openurl?genre=book&isbn=978-3-030-11117-5
Evidence-Based Practice in Clinical Social Work;http://link.springer.com/openurl?genre=book&isbn=978-3-030-15224-6
Foundations of Behavioral Health;http://link.springer.com/openurl?genre=book&isbn=978-3-030-18435-3
Social Psychology in Action;http://link.springer.com/openurl?genre=book&isbn=978-3-030-13788-5
Essentials of Business Analytics;http://link.springer.com/openurl?genre=book&isbn=978-3-319-68837-4
A Course in Rasch Measurement Theory;http://link.springer.com/openurl?genre=book&isbn=978-981-13-7496-8
Multimedia Big Data Computing for IoT Applications;http://link.springer.com/openurl?genre=book&isbn=978-981-13-8759-3
Policing and Minority Communities;http://link.springer.com/openurl?genre=book&isbn=978-3-030-19182-5
A Beginners Guide to Python 3 Programming;http://link.springer.com/openurl?genre=book&isbn=978-3-030-20290-3
Advanced Guide to Python 3 Programming;http://link.springer.com/openurl?genre=book&isbn=978-3-030-25943-3
Literature and Medicine;http://link.springer.com/openurl?genre=book&isbn=978-3-030-19128-3
Food Fraud Prevention;http://link.springer.com/openurl?genre=book&isbn=978-1-4939-9621-6
